s.no,address,cityname,state,country,price(in rupees)
2592,#4 Pahrump Valley Boulevard,Pahrump,NV,USA,49872
2593,9435 Middle Fiskville,Austin,TX,USA,91432
2594,10201 Cedar Lake Road,Minnetonka,MN,USA,83037
2595,3414 21st Avenue NW/2220 35th St NW/2213 33rd St NW/3312 21st Avenue NW,Minot,ND,USA,69405
2596,12750 Briar Forest Dr,Houston,TX,USA,67743
2597,,Hanover,MD,USA,137148
2598,1522 Delaware Ave,Ames,IA,USA,58184
2599,8746 Phinney Avenue N #301,Seattle,WA,USA,149533
2600,781 Hathaway Dr,Colorado Springs,CO,USA,83120
2601,405 Grand Wailea Drive,Hope Mills,NC,USA,76387
2602,641 North Franklin St,Van Wert,OH,USA,44802
2603,924 Belmont Ave,Long Beach,CA,USA,182448
2604,,Vancouver,WA,USA,99328
2605,,Spanaway,WA,USA,95588
2606,2031 33rd St NW,Minot,ND,USA,72730
2607,3500 Grand Ave,Ames,IA,USA,61924
2608,627 NW Meadows Drive,Mcminnville,OR,USA,132576
2609,211 Sacandaga Rd,Glenville,NY,USA,99328
2610,3305 Park Avenue Owen's Garage Lofts,Saint Louis,MO,USA,85198
2611,14504 Briar Forest Dr,Houston,TX,USA,77717
2612,425 1st St Unit 2407,San Francisco,CA,USA,357416
2613,,Jersey City,NJ,USA,292998
2614,1617 Cosmo St,Los Angeles,CA,USA,241048
2615,,Florham Park,NJ,USA,214450
2616,912 Red River St,Austin,TX,USA,144213
2617,245 Candler Rd,Atlanta,GA,USA,103900
2618,405 E Stoughton,Champaign,IL,USA,82289
2619,11207 S Prairie Avenue,Inglewood,CA,USA,157928
2620,1375 Northeast Elk CT #160,Bend,OR,USA,157928
2621,,Silver Spring,MD,USA,152941
2622,4101-4205 Montreal Street/200-202 Lorrain Dr,Bismarck,ND,USA,141304
2623,5628 Delridge Way SW,Seattle,WA,USA,140057
2624,5355 5361 S Cottage Grove,Chicago,IL,USA,138229
2625,209 Aegean Way,Vacaville,CA,USA,132992
2626,26 South 28th St,Pittsburgh,PA,USA,121023
2627,1901 Knightsbridge Road Unit 820,Farmers Branch,TX,USA,114124
2628,1107 East South Temple,Salt Lake City,UT,USA,85198
2629,300 Forest Center Drive,Kingwood,TX,USA,84949
2630,2703 Delk Road,Marietta,GA,USA,84367
2631,5744 Thomaston Road,Macon,GA,USA,72564
2632,3400-3414 11th St SE/1111 37th Avenue SE,Minot,ND,USA,69405
2633,110-150 41st Ave SE,Minot,ND,USA,69405
2634,2700-2720 20th Ave SW,Minot,ND,USA,64418
2635,,Oklahoma City,OK,USA,51950
2636,110 East Olive St,Bozeman,MT,USA,140888
2637,2152 N 112th St #412,Seattle,WA,USA,149200
2638,1111 Sunrise Boulevard,Round Rock,TX,USA,81042
2639,5301 27th St S,Fargo,ND,USA,66496
2640,145 N Hyland,Ames,IA,USA,91432
2641,10001 NE 1st St,Bellevue,WA,USA,169149
2642,,Bothell,WA,USA,152941
2643,4900 E Oltorf St,Austin,TX,USA,128753
2644,4598 Slater Rd,Eagan,MN,USA,95588
2645,11930 Kling St,Valley Village,CA,USA,182781
2646,1413 NW 64th St,Seattle,WA,USA,157512
2647,1008 W 25 1/2 St,Austin,TX,USA,128836
2648,1018 E 54th St,Chicago,IL,USA,128753
2649,335 Hillcrest Ave,Decatur,GA,USA,126758
2650,,Colorado Springs,CO,USA,118446
2651,731 E Thompson St,Philadelphia,PA,USA,116368
2652,2925 Tremont St,Colorado Springs,CO,USA,84367
2653,1323 Jackson St,Omaha,NE,USA,81873
2654,,Cincinnati,OH,USA,79380
2655,1013-1015 W 39th St,Kansas City,MO,USA,76886
2656,Bell Manor 4004 Bell Avenue,Yakima,WA,USA,72730
2657,3005 Harney St,Omaha,NE,USA,70652
2658,5540 N Broadway St Oak Hills Apartments,Knoxville,TN,USA,68574
2659,,Springdale,AR,USA,64418
2660,2928 Kenwick Cir,Lansing,MI,USA,59015
2661,5310 West Keller Rd #4,Muncie,IN,USA,58184
2662,5437 Bowman Road,Macon,GA,USA,105978
2663,2931 Barker Cypress Rd,Houston,TX,USA,78964
2664,15511 Tuckerton Rd,Houston,TX,USA,74808
2665,,Cedar Park,TX,USA,81125
2666,222 West Avenue,Austin,TX,USA,190345
2667,13550 Heathcote Boulevard,Gainesville,VA,USA,140307
2668,601 Vairo Boulevard,State College,PA,USA,130332
2669,,Frederick,MD,USA,103900
2670,,Frederick,MD,USA,101406
2671,525 Glen Iris Drive NE,Atlanta,GA,USA,143714
2672,2241 S Ogden St,Denver,CO,USA,140888
2673,,Yorktown,VA,USA,106477
2674,,Chicago,IL,USA,148785
2675,909 South Knott Ave,Anaheim,CA,USA,130498
2676,20 Memorial Court,Denville,NJ,USA,122602
2677,2757 South 300 East,Salt Lake City,UT,USA,74725
2678,,Norfolk,VA,USA,66413
2679,,Tyler,TX,USA,64917
2680,410 Westside Boulevard NW,Roanoke,VA,USA,56522
2681,,Princeton,NJ,USA,156432
2682,500 East Armour Boulevard,Kansas City,MO,USA,107225
2683,,Edgewater,NJ,USA,207384
2684,3200 Main St Unit 832,Dallas,TX,USA,141304
2685,1138-1148 Woodland Avenue NE,Atlanta,GA,USA,128836
2686,18745 SW Farmington Rd,Aloha,OR,USA,110134
2687,301 E Armour Boulevard,Kansas City,MO,USA,103484
2688,,Durham,NC,USA,81541
2689,1201 Covell Village Drive,Edmond,OK,USA,74060
2690,1811 West Lakeview Dr,Johnson City,TN,USA,66496
2691,2 Ocean Ave,Revere,MA,USA,149616
2692,,Tuckerton,NJ,USA,103484
2693,,Tuckerton,NJ,USA,100492
2694,9240 University Avenue NW,Coon Rapids,MN,USA,85198
2695,4406 Cahuenga Boulevard,Toluca Lake,CA,USA,189098
2696,,Durham,NC,USA,188267
2697,5417  5425 Zelzah Ave,Encino,CA,USA,162084
2698,21042 East Arrow Hwy,Covina,CA,USA,142135
2699,250 Treeline Park,San Antonio,TX,USA,112212
2700,,Arlington,TX,USA,84367
2701,3502 Cherry St Unit C-11,Grand Forks,ND,USA,66080
2702,301 W 3rd St,Austin,TX,USA,181534
2703,531 Grand Blvd,Kansas City,MO,USA,112212
2704,,District Heights,MD,USA,103484
2705,,Moncure,NC,USA,85530
2706,15735 Rosewood St,Omaha,NE,USA,72314
2707,,Clarksburg,MD,USA,128420
2708,5455 Rowley Road,San Antonio,TX,USA,98082
2709,,Euless,TX,USA,93344
2710,1821 S Roosevelt St,Boise,ID,USA,132992
2711,5204 S 76th St,Greendale,WI,USA,103900
2712,Macarthur Square Llc  Residential 5000 South Macarthur Ln,Sioux Falls,SD,USA,67410
2713,221 Crystal St,Ames,IA,USA,68574
2714,3810 Wade St,Los Angeles,CA,USA,224008
2715,907 Grand Ave,Long Beach,CA,USA,182448
2716,,Bloomingdale,NJ,USA,178708
2717,136 Andrew Place,West Lafayette,IN,USA,132161
2718,1713 Enfield Rd,Austin,TX,USA,120524
2719,2121 Allen Parkway,Houston,TX,USA,117781
2720,,Suitland,MD,USA,109885
2721,,Colorado Springs,CO,USA,105562
2722,425 North 5th St,Lafayette,IN,USA,99744
2723,3341  3351 Warrensville Center Rd,Shaker Heights,OH,USA,91432
2724,16 N Franklin St,Madison,WI,USA,91016
2725,,Colorado Springs,CO,USA,88938
2726,2360 Commerce Boulevard,Mound,MN,USA,87276
2727,5135 N Utica Avenue,Tulsa,OK,USA,64418
2728,Riverbank Retreat Apartments 1035 Comanchee Trail,West Columbia,SC,USA,64418
2729,200 Bower Road,Bridge City,TX,USA,58184
2730,2511 Knight Dr,Grand Forks,ND,USA,56106
2731,1155 Cumulus Drive,Conway,AR,USA,54028
2732,310 S Almont Dr,Los Angeles,CA,USA,216112
2733,,Westlake,OH,USA,105396
2734,2006 McCarthy Road,Ames,IA,USA,54028
2735,1154 56 E 56th St,Chicago,IL,USA,195332
2736,250-N College Park Dr,Upland,CA,USA,157928
2737,2825 Canton St Unit 842,Dallas,TX,USA,155850
2738,1217 N Francis Avenue,Oklahoma City,OK,USA,102238
2739,100 Lenox Place,Goodlettsville,TN,USA,82704
2740,2588 N Houston St Apartment 1619,Dallas,TX,USA,181700
2741,,Bothell,WA,USA,145876
2742,1149 E Main St,Chattanooga,TN,USA,105064
2743,2717 5th St NW A B C D And E,Minot,ND,USA,66912
2744,1550 Rivers Bend Lane,Wauwatosa,WI,USA,106394
2745,95 E 2nd St,Fond Du Lac,WI,USA,35243
2746,,Jersey City,NJ,USA,265236
2747,,Jersey City,NJ,USA,262576
2748,1850 NE Lotus Dr #53,Bend,OR,USA,157928
2749,3634 Savanna St,Anaheim,CA,USA,150032
2750,2311 Atlantic Avenue 5,Opa Locka,FL,USA,99744
2751,1917 S 18th St,Omaha,NE,USA,84367
2752,,Henrico,VA,USA,81042
2753,,Mebane,NC,USA,72314
2754,6100 Lincolnia Rd,Alexandria,VA,USA,132576
2755,5811 Mesa Dr,Austin,TX,USA,121771
2756,5222 S Drexel Avenue,Chicago,IL,USA,109303
2757,9725 N Lake Creek Parkway,Austin,TX,USA,86777
2758,,Edmond,OK,USA,76886
2759,3537 Clarington Avenue,Los Angeles,CA,USA,240882
2760,6848 Bandera Avenue Unit 847,Dallas,TX,USA,140140
2761,,Eden Prairie,MN,USA,124680
2762,5426 Menchaca Rd,Austin,TX,USA,95172
2763,,Somerdale,NJ,USA,91432
2764,5555 Hixson Pike,Hixson,TN,USA,66413
2765,1130 NW 12th Avenue Unit 406,Portland,OR,USA,162084
2766,,Suitland,MD,USA,111131
2767,,Suitland,MD,USA,111131
2768,,Raleigh,NC,USA,107391
2769,3754 Fredonia Dr Unit 1,Los Angeles,CA,USA,328324
2770,4346-4348 Townsend Ave,Oakland,CA,USA,232736
2771,941 N Sierra Bonita,West Hollywood,CA,USA,232736
2772,3724-36 Inglewood Boulevard,Los Angeles,CA,USA,232320
2773,644 N Normandie Avenue  2,Los Angeles,CA,USA,224424
2774,1151 Amherst,Los Angeles,CA,USA,224008
2775,637 643 645  647 Maltman Avenue,Los Angeles,CA,USA,213618
2776,4134 11th Avenue NE,Seattle,WA,USA,190760
2777,238 Old River Rd,Edgewater,NJ,USA,187851
2778,,Boulder,CO,USA,172474
2779,,Long Beach,CA,USA,149200
2780,1141 N Escondido Blvd,Escondido,CA,USA,147538
2781,5 East Golf Club Ln,Paoli,PA,USA,140888
2782,3400 S Main St,Santa Ana,CA,USA,140057
2783,,Pittsburgh,PA,USA,128836
2784,5405 Ashlar Avenue,Crozet,VA,USA,124680
2785,2501 Hibiscus Avenue,Mcallen,TX,USA,124680
2786,4177 Shoreline Drive,Spring Park,MN,USA,120524
2787,3107 South Esperanza Ave,Tampa,FL,USA,116285
2788,3924 Rolling Road,Pikesville,MD,USA,115952
2789,4003 Red River St,Austin,TX,USA,112212
2790,4900 SW 170th Avenue,Beaverton,OR,USA,111298
2791,4175 North Oakland Ave,Milwaukee,WI,USA,110134
2792,5403 William Holland Avenue,Austin,TX,USA,107640
2793,Pleasant Square Apartments 788 Pleasant Ave,Oregon City,OR,USA,106809
2794,,Norfolk,VA,USA,103235
2795,2285 And 2295 S 200 E,Salt Lake City,UT,USA,102238
2796,3026 Fairway Ln Unit D,Orlando,FL,USA,101822
2797,1 Plaza Mayor,Venice,FL,USA,99744
2798,389-391-393 Oregon St,Cincinnati,OH,USA,99744
2799,1401 Kipling,Houston,TX,USA,99328
2800,160 E Norwich Avenue,Columbus,OH,USA,94757
2801,,Reno,NV,USA,94175
2802,968 Kings Hwy,West Deptford,NJ,USA,93510
2803,304 Stubblefield Ln,Liberty Hill,TX,USA,91432
2804,1001 Huron Rd,Cleveland,OH,USA,91432
2805,263 Central St 4,Springfield,MA,USA,91432
2806,,Round Rock,TX,USA,85530
2807,7847 Jewel Lake Rd,Anchorage,AK,USA,84782
2808,,Joppa,MD,USA,83951
2809,320 Hillcrest,Ames,IA,USA,83536
2810,210 Oak St,Big Rapids,MI,USA,83120
2811,8717 Watson Rd,Saint Louis,MO,USA,82704
2812,3700 Warwick Boulevard,Kansas City,MO,USA,82704
2813,,Chicago,IL,USA,82704
2814,1001 7th Avenue SW,Forest Lake,MN,USA,81458
2815,1143 7th Avenue SW,Forest Lake,MN,USA,79712
2816,7334-7371 Pinnacle Pines Dr,Fort Myers,FL,USA,78964
2817,637 South 600 East,Salt Lake City,UT,USA,76886
2818,4017 Harrison St,Kansas City,MO,USA,76886
2819,22277 W 12 Mile Road,Southfield,MI,USA,73062
2820,,Cary,NC,USA,71899
2821,,Cleveland,OH,USA,71068
2822,,Oxford,AL,USA,70652
2823,4860 S 131st St 4860 S 131st St,Omaha,NE,USA,70652
2824,1 Oak Creek Lane,Pontiac,MI,USA,68574
2825,4140 Oak,Kansas City,MO,USA,66080
2826,,,,USA,64834
2827,,Boulder,CO,USA,64418
2828,315 S Franklin,Ames,IA,USA,62340
2829,1002 N 39th St,Grand Forks,ND,USA,60262
2830,9404 9406 9408 Ferrara Dr,Shreveport,LA,USA,60262
2831,8500 Granville Parkway,La Vista,NE,USA,59431
2832,3398 E 6th Avenue,Stillwater,OK,USA,58101
2833,3441 Bloomfield Drive B4,Macon,GA,USA,54028
2834,,Dayton,OH,USA,54028
2835,4728 Alvin Dark Ave,Baton Rouge,LA,USA,49872
2836,1405 8th St NW,Minot,ND,USA,49456
2837,901-903 3rd Avenue NW,Beulah,ND,USA,41560
2838,300 Buchanan St,San Francisco,CA,USA,423496
2839,2405 NW 67 St,Seattle,WA,USA,182448
2840,1951 Brandywine Rd,West Palm Beach,FL,USA,103900
2841,,Bayonne,NJ,USA,188682
2842,17025 SE Powell,Portland,OR,USA,99328
2843,,Gaithersburg,MD,USA,124348
2844,1321 Stafford Ave,Ames,IA,USA,96419
2845,19009 Marcy St 19119 Marcy St,Elkhorn,NE,USA,82704
2846,222 S Hope St,Los Angeles,CA,USA,265402
2847,,Bellevue,WA,USA,136234
2848,1109 Townsend St,Syracuse,NY,USA,85198
2849,1802 West Ave,Austin,TX,USA,128836
2850,,Denver,CO,USA,99744
2851,6608  6612 South Freeway,Fort Worth,TX,USA,68574
2852,385 10th St Apartment 3,San Francisco,CA,USA,257672
2853,245 Broadway,Schenectady,NY,USA,85198
2854,430 E Cactus Avenue,Las Vegas,NV,USA,120524
2855,,Concord,NC,USA,69738
2856,Macarthur Estates 5500 South Macarthur Ln,Sioux Falls,SD,USA,56522
2857,11807 100th Avenue NE B202,Kirkland,WA,USA,165824
2858,,Beachwood,OH,USA,64002
2859,400 Duboce Ave,San Francisco,CA,USA,390248
2860,3946 Angelo Ave,Oakland,CA,USA,211956
2861,4844 S Gazelle St,Seattle,WA,USA,199488
2862,508 West Avenue,Austin,TX,USA,150032
2863,1245 Astor Avenue,Ann Arbor,MI,USA,99578
2864,,Austin,TX,USA,95588
2865,233 Hays Mill Rd,Carrollton,GA,USA,68574
2866,,Texarkana,TX,USA,52781
2867,9071 Dallas St,La Mesa,CA,USA,153356
2868,10422 Huebner Road,San Antonio,TX,USA,95754
2869,,Renton,WA,USA,144213
2870,1953 Wellington Ln Unit 4,Vista,CA,USA,145460
2871,,Austin,TX,USA,86445
2872,405 E Armour Boulevard,Kansas City,MO,USA,84866
2873,,Kent,WA,USA,143299
2874,,Kent,WA,USA,143299
2875,,Kent,WA,USA,143299
2876,506 S Fourth,Champaign,IL,USA,124431
2877,,Kissimmee,FL,USA,114290
2878,2631  2647 W Maplewood Avenue,Bellingham,WA,USA,93510
2879,908 8th SW St,Altoona,IA,USA,66496
2880,5555 Bonner Avenue,North Hollywood,CA,USA,209130
2881,21626 Stonewall Parkway,San Antonio,TX,USA,99744
2882,125 Woodward St,Austin,TX,USA,95172
2883,,Dallas,TX,USA,91016
2884,,Keizer,OR,USA,72730
2885,562 Pine Swamp Rd,Keyser,WV,USA,42641
2886,14 Aulike St #805  244,Kailua,HI,USA,178708
2887,900 Peachtree St NE,Atlanta,GA,USA,132992
2888,413 Pasadera Ln,Round Rock,TX,USA,95505
2889,412 Pasadera Ln,Round Rock,TX,USA,95505
2890,20404 Poppy Hills Trail,Round Rock,TX,USA,95505
2891,5201 Azle Avenue,Fort Worth,TX,USA,91432
2892,903-909 S Locust,Champaign,IL,USA,91432
2893,,Cary,NC,USA,111796
2894,390 Liberty St,San Francisco,CA,USA,415184
2895,99 Gorge Rd,Edgewater,NJ,USA,177877
2896,,Norfolk,VA,USA,133408
2897,,Rockville,MD,USA,132992
2898,,Raleigh,NC,USA,129501
2899,12598 W Dakota Ave,Lakewood,CO,USA,120108
2900,317 Lexington,San Antonio,TX,USA,101822
2901,1213 Harney St,Omaha,NE,USA,91016
2902,2038 Lake Murray Boulevard,Columbia,SC,USA,87692
2903,1599 Foothill Dr,Salt Lake City,UT,USA,83037
2904,5708 Outlook,Mission,KS,USA,81042
2905,4788 Skyline Road,Salem,OR,USA,78964
2906,,Kaysville,UT,USA,75639
2907,5125 Overland Dr,Lawrence,KS,USA,72730
2908,313 Creek Dr,Radnor,PA,USA,165824
2909,5335 5345 S Kimbark Ave,Chicago,IL,USA,145876
2910,,Austin,TX,USA,105562
2911,,Nashua,NH,USA,101822
2912,690 Anderson Avenue,Cliffside Park,NJ,USA,195332
2913,10012 NE 122nd St P-D,Kirkland,WA,USA,166240
2914,,Durham,NC,USA,107724
2915,6418 Eckhert Road,San Antonio,TX,USA,92180
2916,170 Lafayette St,Jersey City,NJ,USA,160754
2917,1875 Post Oak Park Dr,Houston,TX,USA,114706
2918,,Mansfield,TX,USA,108056
2919,835-865 Mix Ave,Hamden,CT,USA,110134
2920,17655 Henderson Pass,San Antonio,TX,USA,76803
2921,8600 Emerson Ave Leasing Office,Los Angeles,CA,USA,209462
2922,3256 N St NW,Washington,DC,USA,207384
2923,865  871 Sonoma Ave,Santa Rosa,CA,USA,199072
2924,105 Runnymede Avenue,Wayne,PA,USA,160006
2925,320 Smilax Rd,San Marcos,CA,USA,140888
2926,7601 Rialto Boulevard,Austin,TX,USA,105479
2927,3430 3436 Gillham Rd,Kansas City,MO,USA,104981
2928,441 Lynnhurst Avenue West,Saint Paul,MN,USA,103817
2929,,New London,CT,USA,98331
2930,16119 SE 1st St,Vancouver,WA,USA,97666
2931,,New London,CT,USA,96253
2932,,New London,CT,USA,96253
2933,,New London,CT,USA,96253
2934,1475 Ashland Ave,Des Plaines,IL,USA,95588
2935,230 Campus Avenue,Ames,IA,USA,81458
2936,2155 Decker Road,Walled Lake,MI,USA,81042
2937,3953-3957 Warwick,Kansas City,MO,USA,78964
2938,706 East 139th St,Kansas City,MO,USA,66496
2939,54-60 Springview Dr,Battle Creek,MI,USA,60844
2940,609 Buena Vista Drive,Weslaco,TX,USA,56106
2941,3111 13th St,Salem,OR,USA,82704
2942,2727 Treble Creek,San Antonio,TX,USA,81208
2943,11255 SW Greenburg Rd,Tigard,OR,USA,107640
2944,809 W Nevada,Urbana,IL,USA,198241
2945,1625 6th St,Concord,CA,USA,182448
2946,7711 Oconnor Drive,Round Rock,TX,USA,83286
2947,488 NE 18th St Unit 4105,Miami,FL,USA,195332
2948,1466 Bonair Rd,Vista,CA,USA,139226
2949,231 Pierce St,West Lafayette,IN,USA,137148
2950,,Fairfax,VA,USA,120524
2951,110 Columbia,West Lafayette,IN,USA,119693
2952,4160 NW 21st St D226,Lauderhill,FL,USA,99744
2953,20 16th St #1-8 50 16th St #1-8 80 16th St #1-8,Tuscaloosa,AL,USA,93510
2954,5300 South 900 East,Murray,UT,USA,76886
2955,96 Village CT,Ortonville,MI,USA,70652
2956,,La Vista,NE,USA,64002
2957,1128 Glade Ave,Oklahoma City,OK,USA,55275
2958,1404 E Riverside Drive,Austin,TX,USA,126010
2959,1010 State St,Bowling Green,KY,USA,103900
2960,"6835 W Mequon Rd Units 101-127,201-227,301-327",Mequon,WI,USA,124680
2961,,Arlington,TX,USA,92429
2962,6201 Grissom Road,San Antonio,TX,USA,81042
2963,614 School Place,West Bend,WI,USA,68491
2964,,Arlington,TX,USA,84367
2965,,Renton,WA,USA,160422
2966,8602 Western Ave,Buena Park,CA,USA,157512
2967,,Mountlake Terrace,WA,USA,116368
2968,,Roswell,GA,USA,88190
2969,9817 Lawndale,Kansas City,MO,USA,78964
2970,5400 5406 S Maryland Ave,Chicago,IL,USA,172474
2971,63 East Center St,Provo,UT,USA,128420
2972,212 Brady St Parker,Davenport,IA,USA,128836
2973,1400 Glendale Avenue,Durham,NC,USA,116368
2974,1314-1324 N St,Lincoln,NE,USA,116368
2975,,Oxon Hill,MD,USA,102154
2976,,Dallas,TX,USA,91016
2977,1340 N Brickyard Rd,Columbia,SC,USA,81458
2978,,White Plains,NY,USA,224008
2979,9 Buttles Avenue,Columbus,OH,USA,131745
2980,440 S Chauncey,West Lafayette,IN,USA,91266
2981,311-317 Ramona St,Palo Alto,CA,USA,423912
2982,2818 Connecticut Avenue NW Apartment #10,Washington,DC,USA,282192
2983,125 North Syracuse St,Anaheim,CA,USA,152525
2984,311 Weston Cir,Vista,CA,USA,143382
2985,,Silver Spring,MD,USA,141969
2986,315 E Coeur D Alene Lake Dr,Coeur D Alene,ID,USA,119693
2987,13313 Cutten Rd,Houston,TX,USA,88523
2988,399 S Grant Ave,Columbus,OH,USA,83120
2989,10880 Barker Cypress Rd,Cypress,TX,USA,78382
2990,14600 Huffmeister Rd,Cypress,TX,USA,78133
2991,1060 Aaron Dr,Dewitt,MI,USA,66496
2992,101 1st Ave NW,Mandan,ND,USA,58600
2993,690 SW 1st Court Apartment 1915,Miami,FL,USA,157928
2994,15292 Hawks Ridge Drive,Bath,MI,USA,60262
2995,1225 Island Avenue Unit 503,San Diego,CA,USA,165741
2996,,Greenbelt,MD,USA,121355
2997,1301 North A.W Grimes Boulevard,Round Rock,TX,USA,80793
2998,800 Lyon St,San Francisco,CA,USA,431808
2999,1520 California Avenue SW,Seattle,WA,USA,182448
3000,9925 W 20th Avenue #15,Lakewood,CO,USA,132576
3001,500 E 3rd St,Kansas City,MO,USA,75556
3002,1339 Barry Avenue,Los Angeles,CA,USA,248944
3003,3962 SE 174th Avenue,Portland,OR,USA,124264
3004,,Manchester,NH,USA,99661
3005,,Raleigh,NC,USA,78632
3006,5001 East 26th St,Sioux Falls,SD,USA,55192
3007,2537 North Capitol St NE,Washington,DC,USA,199072
3008,,Odenton,MD,USA,158676
3009,731 S Plymouth Court,Chicago,IL,USA,149200
3010,3102-3121 Commerce Place,Burlington,NC,USA,72730
3011,,Hackensack,NJ,USA,214865
3012,750 NE 64 St,Miami,FL,USA,132992
3013,455 Jean St,Madison,WI,USA,85198
3014,4776 East Guadalupe Rd,Gilbert,AZ,USA,92263
3015,15455 Ella Boulevard,Houston,TX,USA,83536
3016,2215 Channing Way,Berkeley,CA,USA,415184
3017,624 Shrader St Unit 7,San Francisco,CA,USA,396399
3018,,Santa Monica,CA,USA,315856
3019,1127 Foothill Blvd,San Luis Obispo,CA,USA,263906
3020,1048 Monroe St Unit 213,Santa Clara,CA,USA,245204
3021,180 N Alexandria Avenue  1,Los Angeles,CA,USA,235811
3022,120 Phoebe St,Encinitas,CA,USA,232736
3023,11931 Dorothy St,Los Angeles,CA,USA,232320
3024,7517 Herschel Ave  Unit 2,La Jolla,CA,USA,223593
3025,46 Leamington Rd,Boston,MA,USA,218190
3026,9031 Phyllis Ave Unit 6,Los Angeles,CA,USA,216029
3027,3373 Overland Ave,Los Angeles,CA,USA,203228
3028,3707 Woodley Rd NW,Washington,DC,USA,199072
3029,1944 Whitley Avenue,Los Angeles,CA,USA,191010
3030,,Medford,MA,USA,182864
3031,1331 W Addison St,Chicago,IL,USA,174552
3032,1101 Carey Dr,Concord,CA,USA,174552
3033,,Ridgewood,NY,USA,166157
3034,5633 Topanga Canyon Boulevard,Woodland Hills,CA,USA,153772
3035,710 Golden Oak Dr,Sunnyvale,CA,USA,153772
3036,270 Baldwin Rd,Parsippany,NJ,USA,151694
3037,718 N 17th St,Philadelphia,PA,USA,149616
3038,2616 NW 59th St,Seattle,WA,USA,149200
3039,400-402 Merrimac St,Newburyport,MA,USA,143382
3040,,Hyattsville,MD,USA,142135
3041,502 Gerhard St,Philadelphia,PA,USA,141304
3042,2903-2909 SE Pine St,Portland,OR,USA,139226
3043,208 Wiggins St,West Lafayette,IN,USA,137148
3044,,Bridgewater,MA,USA,136234
3045,1225 N 27th St,Philadelphia,PA,USA,132992
3046,1801 Eureka Rd,Roseville,CA,USA,128836
3047,1170 Woodland Avenue NE,Atlanta,GA,USA,128836
3048,2401 W Morrison Avenue  211,Tampa,FL,USA,124680
3049,6008 Kennedy Boulevard W,West New York,NJ,USA,124680
3050,,Cincinnati,OH,USA,122602
3051,7401 W Slaughter Lane,Austin,TX,USA,113459
3052,26 Hungerford St,Hartford,CT,USA,112212
3053,411 W Doty St,Madison,WI,USA,112212
3054,,Kingston,NH,USA,112212
3055,Colonial Terrace Apartments 5621 Minnetonka Boulevard,Saint Louis Park,MN,USA,110466
3056,1253 Church St,Decatur,GA,USA,108056
3057,180 Chittenden Avenue,Columbus,OH,USA,108056
3058,,Williamstown,NJ,USA,108056
3059,1572 Overton Park,Memphis,TN,USA,107973
3060,Greenview Apartments Inc 1501-07 W Granville Ave./6148-50 N Greenview Avenue,Chicago,IL,USA,105978
3061,3405 Northwest Avenue,Bellingham,WA,USA,103900
3062,8924 SW 30th Avenue,Portland,OR,USA,103900
3063,1756 Lynn Avenue,Ypsilanti,MI,USA,99744
3064,2309 Knapp St,Ames,IA,USA,99744
3065,1104 W 46th St #2,Kansas City,MO,USA,99744
3066,3902 3906 Lindell Blvd,Saint Louis,MO,USA,99328
3067,751-755 Mount Curve Boulevard,Saint Paul,MN,USA,91432
3068,4221 Laurel St,Anchorage,AK,USA,91432
3069,Evans Apartments Llc 4851-57 S Evans/740-42 E 49th St,Chicago,IL,USA,89354
3070,1800 Memorial Dr,Atlanta,GA,USA,86029
3071,610 Clark St,Big Rapids,MI,USA,85614
3072,2811 Oakland,Ames,IA,USA,85198
3073,761 N 235 E,Orem,UT,USA,83037
3074,263 N Hyland,Ames,IA,USA,82704
3075,111 Fenway Loop,San Marcos,TX,USA,81042
3076,76  85 Tuscan Villa Drive,Oroville,CA,USA,77717
3077,,Oak Island,NC,USA,74725
3078,625 W 46th Avenue,Anchorage,AK,USA,74642
3079,2431 Madison Avenue,Baltimore,MD,USA,73977
3080,1701 State St Calumet City,Calumet City,IL,USA,72730
3081,816 Carroll Ave,Ames,IA,USA,70652
3082,,Fayetteville,AR,USA,70652
3083,Bancroft Place Apartments 137 North Mable Ave,Sioux Falls,SD,USA,70486
3084,115 E Westplains Rd 119 E Westplains Rd,Gretna,NE,USA,68574
3085,222 Montgomery St SE  1,Grand Rapids,MI,USA,68574
3086,2140 N Xavier St,Bismarck,ND,USA,67743
3087,550 New South Dr,Clarksville,TN,USA,66496
3088,506 1st Ave NW,Mandan,ND,USA,66496
3089,,Newport News,VA,USA,65249
3090,,Newport News,VA,USA,65249
3091,4100 North St,Nacogdoches,TX,USA,64834
3092,1201 Gunn St  1,Appleton,WI,USA,62340
3093,1127 North Hagadorn Rd,East Lansing,MI,USA,58184
3094,100 Senisa Dr,San Antonio,TX,USA,58184
3095,601 609 N Teton Dr 1300-1320 Keystone Dr,Brandon,SD,USA,57768
3096,3005 S Cliff Ave,Sioux Falls,SD,USA,57768
3097,,Monroe,MI,USA,56106
3098,3801 Cooper Drive East  111,Columbia,MO,USA,54028
3099,1916 Dyke Avenue,Grand Forks,ND,USA,53612
3100,2050 Meriwood Dr,Macon,GA,USA,51950
3101,,Natchitoches,LA,USA,72647
3102,7830 South Eighth St,Kalamazoo,MI,USA,70652
3103,,Denver,CO,USA,153772
3104,519 Albee Farm Rd Unit 316,Venice,FL,USA,103900
3105,"7 9 11 12 13,16 20 Simpson St",Geneva,IL,USA,101822
