s.no,bedrooms,bathrooms,area(sq.ft),pets_allowed
1935,1,1,719,None
1936,1,1,719,None
1937,2,1,719,None
1938,1,1,719,"Cats,Dogs"
1939,1,1,719,"Cats,Dogs"
1940,1,1,719,None
1941,2,1,720,None
1942,1,1,720,
1943,1,1,720,
1944,1,1,720,
1945,1,1,720,
1946,1,1,720,"Cats,Dogs"
1947,1,1,720,Cats
1948,1,1,720,None
1949,2,2,720,"Cats,Dogs"
1950,2,1,720,
1951,1,1,720,None
1952,1,1,720,Cats
1953,1,1,720,"Cats,Dogs"
1954,2,1,720,"Cats,Dogs"
1955,1,1,720,"Cats,Dogs"
1956,1,1,720,None
1957,1,1,720,"Cats,Dogs"
1958,1,1,720,None
1959,1,1,720,"Cats,Dogs"
1960,1,1,720,"Cats,Dogs"
1961,2,1,720,"Cats,Dogs"
1962,2,1,720,"Cats,Dogs"
1963,1,1,720,"Cats,Dogs"
1964,2,1,720,"Cats,Dogs"
1965,2,1,720,None
1966,1,1,720,"Cats,Dogs"
1967,1,1,720,None
1968,1,1,721,"Cats,Dogs"
1969,3,1,721,
1970,1,1,721,None
1971,1,1,721,None
1972,1,1,722,"Cats,Dogs"
1973,1,1,722,"Cats,Dogs"
1974,1,1,722,None
1975,2,1,722,None
1976,1,1,722,"Cats,Dogs"
1977,1,1,722,None
1978,1,1,722,"Cats,Dogs"
1979,1,1,722,None
1980,1,1,722,"Cats,Dogs"
1981,1,1,722,
1982,1,1,723,None
1983,1,1,723,"Cats,Dogs"
1984,1,1,723,None
1985,1,1,723,"Cats,Dogs"
1986,1,1,723,None
1987,1,1,723,"Cats,Dogs"
1988,1,1,724,"Cats,Dogs"
1989,1,1,724,Cats
1990,1,1,724,"Cats,Dogs"
1991,1,1,725,
1992,1,1,725,"Cats,Dogs"
1993,2,1,725,"Cats,Dogs"
1994,1,1,725,Cats
1995,1,1,725,"Cats,Dogs"
1996,1,1,725,None
1997,1,1,725,
1998,1,1,725,
1999,1,1,725,Cats
2000,1,1,725,"Cats,Dogs"
2001,1,1,725,Cats
2002,1,1,725,None
2003,1,1,725,None
2004,1,1,725,
2005,1,1,725,
2006,1,1,725,"Cats,Dogs"
2007,1,1,725,"Cats,Dogs"
2008,1,1,725,None
2009,1,1,725,None
2010,1,1,725,None
2011,2,1.5,725,
2012,1,1,725,"Cats,Dogs"
2013,2,1.5,725,
2014,1,1,725,"Cats,Dogs"
2015,1,1,725,"Cats,Dogs"
2016,1,1,725,"Cats,Dogs"
2017,1,,725,"Cats,Dogs"
2018,1,1,726,"Cats,Dogs"
2019,2,1,726,
2020,1,1,727,
2021,1,1,727,"Cats,Dogs"
2022,1,1,727,"Cats,Dogs"
2023,2,1,727,None
2024,1,1,727,"Cats,Dogs"
2025,1,1,728,None
2026,1,1,728,"Cats,Dogs"
2027,2,1,728,"Cats,Dogs"
2028,1,1,728,
2029,1,1,728,
2030,1,1,728,
2031,1,1,728,"Cats,Dogs"
2032,1,1,728,None
2033,2,1,729,"Cats,Dogs"
2034,1,1,729,"Cats,Dogs"
2035,1,1,729,"Cats,Dogs"
2036,1,1,729,None
2037,1,1,730,
2038,1,1,730,
2039,1,1,730,"Cats,Dogs"
2040,1,1,730,None
2041,1,1,730,Cats
2042,2,1,730,
2043,1,1,730,None
2044,2,1,730,
2045,2,1,730,
2046,1,1,730,None
2047,1,1,730,None
2048,1,1,730,"Cats,Dogs"
2049,2,2,731,None
2050,1,1,731,"Cats,Dogs"
2051,1,1,731,"Cats,Dogs"
2052,1,1,731,"Cats,Dogs"
2053,1,1,732,"Cats,Dogs"
2054,1,1,732,"Cats,Dogs"
2055,2,1,732,"Cats,Dogs"
2056,2,1.5,732,"Cats,Dogs"
2057,1,1,732,"Cats,Dogs"
2058,1,1,732,
2059,1,1,732,
2060,1,1,733,
2061,1,1,734,None
2062,1,1,734,"Cats,Dogs"
2063,1,1,734,"Cats,Dogs"
2064,1,1,735,"Cats,Dogs"
2065,1,1,735,
2066,1,1,735,None
2067,1,1,735,None
2068,1,1,735,
2069,1,1,735,
2070,1,1,736,"Cats,Dogs"
2071,1,1,736,"Cats,Dogs"
2072,1,1,736,"Cats,Dogs"
2073,1,1,736,None
2074,2,1,737,None
2075,1,1,737,"Cats,Dogs"
2076,1,1,737,"Cats,Dogs"
2077,1,1,737,None
2078,1,1,737,"Cats,Dogs"
2079,1,1,737,Cats
2080,1,1,738,"Cats,Dogs"
2081,1,1,738,None
2082,1,1,738,"Cats,Dogs"
2083,1,1,739,None
2084,1,1,739,"Cats,Dogs"
2085,1,1,739,"Cats,Dogs"
2086,1,1,739,"Cats,Dogs"
2087,1,1,740,"Cats,Dogs"
2088,0,1,740,"Cats,Dogs"
2089,1,1,740,"Cats,Dogs"
2090,1,1,740,
2091,1,1,740,"Cats,Dogs"
2092,1,1,740,"Cats,Dogs"
2093,1,1,740,"Cats,Dogs"
2094,1,1,740,"Cats,Dogs"
2095,1,1,740,"Cats,Dogs"
2096,1,1,740,"Cats,Dogs"
2097,2,1,740,None
2098,2,1,740,"Cats,Dogs"
2099,1,1,740,"Cats,Dogs"
2100,1,1,740,Cats
2101,1,1,741,"Cats,Dogs"
2102,1,1,741,"Cats,Dogs"
2103,1,1,741,"Cats,Dogs"
2104,1,1,742,"Cats,Dogs"
2105,1,1,742,None
2106,1,1,742,
2107,1,1,742,"Cats,Dogs"
2108,2,1,742,None
2109,1,1,742,"Cats,Dogs"
2110,1,1,742,"Cats,Dogs"
2111,1,1,743,
2112,1,1,743,"Cats,Dogs"
2113,1,1,743,None
2114,1,1,744,"Cats,Dogs"
2115,2,1,744,"Cats,Dogs"
2116,2,1,744,Cats
2117,1,1,744,"Cats,Dogs"
2118,2,1,744,"Cats,Dogs"
2119,1,1,745,"Cats,Dogs"
2120,2,1,745,
2121,1,1,745,None
2122,1,1,745,"Cats,Dogs"
2123,1,1,746,"Cats,Dogs"
2124,1,1,746,"Cats,Dogs"
2125,1,1,747,None
2126,1,1,747,Cats
2127,1,1,747,None
2128,1,1,747,None
2129,1,1,747,"Cats,Dogs"
2130,1,1,748,"Cats,Dogs"
2131,1,1,748,"Cats,Dogs"
2132,1,1,748,"Cats,Dogs"
2133,1,1,748,
2134,1,1,748,
2135,1,1,748,
2136,1,1,748,
2137,1,1,748,None
2138,2,1,749,None
2139,1,1,750,"Cats,Dogs"
2140,1,1,750,None
2141,1,1,750,"Cats,Dogs"
2142,1,1,750,None
2143,1,1,750,Cats
2144,1,1,750,None
2145,2,1,750,None
2146,1,1,750,"Cats,Dogs"
2147,1,1,750,"Cats,Dogs"
2148,1,1,750,"Cats,Dogs"
2149,1,1,750,
2150,2,1,750,Cats
2151,1,1,750,"Cats,Dogs"
2152,2,2,750,Cats
2153,1,1,750,None
2154,2,1,750,None
2155,3,1,750,"Cats,Dogs"
2156,1,1,750,"Cats,Dogs"
2157,1,1,750,None
2158,1,1,750,None
2159,1,1,750,None
2160,1,1,750,
2161,1,1,750,"Cats,Dogs"
2162,1,1,750,None
2163,1,1,750,None
2164,1,1,750,Dogs
2165,3,1,750,None
2166,1,1,750,"Cats,Dogs"
2167,2,1,750,"Cats,Dogs"
2168,1,1,750,"Cats,Dogs"
2169,1,1,750,None
2170,1,1,750,"Cats,Dogs"
2171,1,1,750,
2172,1,1,750,
2173,1,1,750,"Cats,Dogs"
2174,1,1,750,None
2175,1,1,750,"Cats,Dogs"
2176,1,1,750,None
2177,1,1,750,"Cats,Dogs"
2178,2,1,750,"Cats,Dogs"
2179,1,1,750,None
2180,1,1,750,None
2181,1,1,750,"Cats,Dogs"
2182,1,1,750,Cats
2183,2,1,750,
2184,2,1,750,"Cats,Dogs"
2185,1,1,750,"Cats,Dogs"
2186,1,1,750,"Cats,Dogs"
2187,1,1,750,None
2188,1,1,750,None
2189,2,1,750,None
2190,2,1,750,None
2191,2,1,750,Cats
2192,1,1,750,None
2193,1,1,750,"Cats,Dogs"
2194,1,1,750,"Cats,Dogs"
2195,1,1,750,Dogs
2196,1,1,750,"Cats,Dogs"
2197,2,1,750,None
2198,1,1,750,"Cats,Dogs"
2199,1,1,750,Cats
2200,2,1,750,"Cats,Dogs"
2201,1,1,750,Cats
2202,1,1,750,"Cats,Dogs"
2203,2,1,750,"Cats,Dogs"
2204,1,1,750,Cats
2205,2,1,750,
2206,1,1,750,Cats
2207,2,1,750,None
2208,1,1,750,
2209,1,1,750,"Cats,Dogs"
2210,2,1,750,"Cats,Dogs"
2211,2,1,750,None
2212,2,1,750,"Cats,Dogs"
2213,2,1,750,"Cats,Dogs"
2214,1,1,750,None
2215,1,1,751,"Cats,Dogs"
2216,1,1,751,Cats
2217,1,1,751,
2218,1,1,751,None
2219,1,1,751,Cats
2220,1,1,751,"Cats,Dogs"
2221,1,1,752,
2222,1,1,752,"Cats,Dogs"
2223,1,1,752,
2224,1,1,752,
2225,1,1,752,"Cats,Dogs"
2226,1,1,753,"Cats,Dogs"
2227,1,1,753,"Cats,Dogs"
2228,1,1,753,"Cats,Dogs"
2229,1,1,753,None
2230,1,1,753,None
2231,1,1,753,"Cats,Dogs"
2232,1,1,754,None
2233,1,1,754,"Cats,Dogs"
2234,1,1,754,None
2235,1,1,755,"Cats,Dogs"
2236,1,1,755,None
2237,1,1,755,"Cats,Dogs"
2238,1,1,755,"Cats,Dogs"
2239,1,1,755,"Cats,Dogs"
2240,1,1,755,"Cats,Dogs"
2241,0,1,756,None
2242,1,1,756,"Cats,Dogs"
2243,1,1,756,
2244,1,1,756,
2245,1,1,756,None
2246,1,1.5,757,"Cats,Dogs"
2247,2,1,758,None
2248,1,1,758,"Cats,Dogs"
2249,1,1,758,"Cats,Dogs"
2250,1,1,758,
2251,1,1,758,None
2252,1,1,758,None
2253,1,1,759,None
2254,1,1,759,"Cats,Dogs"
2255,1,1,759,None
2256,1,1,759,
2257,1,1,759,None
2258,1,1,759,"Cats,Dogs"
2259,2,1,759,"Cats,Dogs"
2260,1,1,760,"Cats,Dogs"
2261,1,1,760,None
2262,1,1,760,"Cats,Dogs"
2263,2,1,760,"Cats,Dogs"
2264,1,1,760,None
2265,3,1,760,None
2266,1,1,760,
2267,2,1,760,None
2268,2,1,760,Cats
2269,2,2,761,None
2270,1,1,761,
2271,1,1,761,Cats
2272,0,1,762,"Cats,Dogs"
2273,1,1,762,"Cats,Dogs"
2274,1,1,762,None
2275,1,1,762,"Cats,Dogs"
2276,1,1,763,Cats
2277,2,2,764,Cats
2278,1,1,764,"Cats,Dogs"
2279,1,1,765,
2280,1,1,765,
2281,1,1,765,"Cats,Dogs"
2282,1,1,765,
2283,1,1,765,"Cats,Dogs"
2284,1,1,765,"Cats,Dogs"
2285,1,1,765,Cats
2286,2,2,765,None
2287,1,1,766,
2288,1,1,766,None
2289,1,1,766,"Cats,Dogs"
2290,1,1,766,None
2291,2,1,767,Cats
2292,1,1,767,None
2293,1,1,768,"Cats,Dogs"
2294,1,1,768,None
2295,1,1,768,"Cats,Dogs"
2296,1,1,768,"Cats,Dogs"
2297,1,1,769,Dogs
2298,1,1,769,"Cats,Dogs"
2299,1,1,769,
2300,1,1,769,None
2301,1,1,769,None
2302,1,1,770,None
2303,1,1,770,
2304,1,1,770,"Cats,Dogs"
2305,1,1,770,"Cats,Dogs"
2306,1,1,770,"Cats,Dogs"
2307,2,1,770,Cats
2308,1,1,770,
2309,2,1,770,None
2310,2,1,770,None
2311,1,1,770,
2312,1,1,770,
2313,2,1,770,
2314,1,1,770,"Cats,Dogs"
2315,1,1,771,
2316,1,1,771,
2317,1,1,772,
2318,1,1,772,
2319,1,1,772,
2320,1,1,772,None
2321,1,1,773,Cats
2322,1,1,773,Cats
2323,1,1,773,"Cats,Dogs"
2324,1,1,773,
2325,2,2,773,
2326,1,1,774,"Cats,Dogs"
2327,1,1,774,None
2328,1,1,774,"Cats,Dogs"
2329,1,1,774,"Cats,Dogs"
2330,1,1,774,"Cats,Dogs"
2331,2,1,775,"Cats,Dogs"
2332,1,1,775,Cats
2333,2,1,775,"Cats,Dogs"
2334,1,1,775,"Cats,Dogs"
2335,2,1,775,None
2336,2,2,775,None
2337,2,1,775,"Cats,Dogs"
2338,1,1,775,None
2339,1,1,775,"Cats,Dogs"
2340,1,1,775,None
2341,1,1,775,None
2342,1,1,775,None
2343,2,1,775,None
2344,1,1,775,Cats
2345,2,1,775,"Cats,Dogs"
2346,1,1,776,None
2347,1,1,776,
2348,1,1,776,None
2349,1,1,776,"Cats,Dogs"
2350,1,1,776,None
2351,1,1,777,None
2352,1,1,777,None
2353,2,1,777,"Cats,Dogs"
2354,1,1,777,None
2355,1,1,778,None
2356,1,1,779,"Cats,Dogs"
2357,1,1,779,
2358,1,1,779,None
2359,1,1,779,Cats
2360,1,1,779,"Cats,Dogs"
2361,1,1,779,None
2362,1,1,780,None
2363,1,1,780,None
2364,2,1,780,None
2365,2,1,780,"Cats,Dogs"
2366,1,1,780,None
2367,2,1,780,Cats
2368,1,1,780,Cats
2369,1,1,780,"Cats,Dogs"
2370,1,1,780,None
2371,1,1,780,"Cats,Dogs"
2372,1,1,780,Cats
2373,2,1,780,"Cats,Dogs"
2374,2,1,780,"Cats,Dogs"
2375,2,1,780,"Cats,Dogs"
2376,1,1,780,
2377,2,1,780,"Cats,Dogs"
2378,1,1,781,"Cats,Dogs"
2379,1,1,782,"Cats,Dogs"
2380,1,1,782,"Cats,Dogs"
2381,2,1,782,"Cats,Dogs"
2382,1,1,782,"Cats,Dogs"
2383,1,1,782,None
2384,2,1,783,None
2385,1,1,783,"Cats,Dogs"
2386,1,1,784,None
2387,1,1,784,
2388,1,1,784,
2389,1,1,784,
2390,1,1,784,"Cats,Dogs"
2391,1,1,784,
2392,1,1,784,
2393,1,1,784,
2394,1,1,784,
2395,1,1,784,None
2396,1,1,784,Cats
2397,1,1,784,"Cats,Dogs"
2398,1,1,785,
2399,1,1,785,None
2400,1,1,785,Cats
2401,1,1,785,None
2402,2,1,785,"Cats,Dogs"
2403,1,1,785,"Cats,Dogs"
2404,1,1.5,786,"Cats,Dogs"
2405,1,1,786,"Cats,Dogs"
2406,2,1,786,None
2407,1,1,786,"Cats,Dogs"
2408,1,1,786,"Cats,Dogs"
2409,1,1,786,
2410,1,1,786,"Cats,Dogs"
2411,1,1,786,"Cats,Dogs"
2412,1,1,787,"Cats,Dogs"
2413,1,1,787,None
2414,1,1,788,Cats
2415,1,1,788,"Cats,Dogs"
2416,2,1,788,"Cats,Dogs"
2417,2,2,789,"Cats,Dogs"
2418,2,1,789,"Cats,Dogs"
2419,2,2,789,"Cats,Dogs"
2420,1,1,790,"Cats,Dogs"
2421,2,1,790,Cats
2422,1,1,790,"Cats,Dogs"
2423,1,1,790,
2424,1,1,790,None
2425,1,1,790,None
2426,1,1,790,
2427,1,1,790,"Cats,Dogs"
2428,1,1,790,
2429,1,1,790,"Cats,Dogs"
2430,1,1,790,None
2431,2,1,791,"Cats,Dogs"
2432,1,1,791,None
2433,1,1,791,"Cats,Dogs"
2434,3,2,792,
2435,1,1,792,
2436,1,1,792,
2437,1,1,792,None
2438,2,1,792,"Cats,Dogs"
2439,2,1,792,"Cats,Dogs"
2440,2,1,792,None
2441,1,1,792,"Cats,Dogs"
2442,0,1,793,None
2443,1,1,793,
2444,1,1,793,None
2445,2,1,794,None
2446,1,1,794,None
2447,2,2,795,"Cats,Dogs"
2448,1,1,795,Cats
2449,2,1,795,"Cats,Dogs"
2450,1,1,795,None
2451,1,1,796,"Cats,Dogs"
2452,1,1,796,None
2453,1,1,797,
2454,1,1,797,"Cats,Dogs"
2455,1,1,797,"Cats,Dogs"
2456,1,1,797,
2457,1,1,797,
2458,1,1,797,
2459,1,1,798,"Cats,Dogs"
2460,1,1,798,None
2461,1,1,798,
2462,1,1,799,"Cats,Dogs"
2463,1,1,800,"Cats,Dogs"
2464,1,1.5,800,"Cats,Dogs"
2465,1,1,800,None
2466,1,1,800,"Cats,Dogs"
2467,1,1,800,None
2468,2,1,800,None
2469,2,2,800,None
2470,2,1.5,800,"Cats,Dogs"
2471,1,1,800,None
2472,1,1,800,"Cats,Dogs"
2473,2,1.5,800,"Cats,Dogs"
2474,2,1,800,"Cats,Dogs"
2475,2,1,800,"Cats,Dogs"
2476,1,1,800,"Cats,Dogs"
2477,1,1,800,"Cats,Dogs"
2478,1,1,800,
2479,2,1,800,"Cats,Dogs"
2480,1,1,800,"Cats,Dogs"
2481,1,1.5,800,None
2482,2,1.5,800,None
2483,1,1,800,
2484,2,1,800,"Cats,Dogs"
2485,1,1,800,"Cats,Dogs"
2486,2,1,800,"Cats,Dogs"
2487,1,1,800,None
2488,2,1,800,"Cats,Dogs"
2489,2,1,800,Cats
2490,2,2,800,None
2491,1,1,800,
2492,2,1,800,None
2493,2,1,800,None
2494,2,1,800,"Cats,Dogs"
2495,2,1,800,"Cats,Dogs"
2496,2,1,800,"Cats,Dogs"
2497,2,1,800,"Cats,Dogs"
2498,1,1,800,Cats
2499,1,1,800,"Cats,Dogs"
2500,1,1,800,None
2501,2,1,800,"Cats,Dogs"
2502,1,1,800,"Cats,Dogs"
2503,2,1,800,"Cats,Dogs"
2504,1,2,800,None
2505,2,1,800,"Cats,Dogs"
2506,2,1,800,
2507,1,1,800,None
2508,1,1,800,None
2509,2,1,800,"Cats,Dogs"
2510,2,1,800,None
2511,2,1,800,None
2512,1,1,800,Cats
2513,2,1,800,None
2514,2,1,800,"Cats,Dogs"
2515,2,1,800,None
2516,2,1,800,"Cats,Dogs"
2517,2,1,800,
2518,2,1,800,"Cats,Dogs"
2519,2,1,800,"Cats,Dogs"
2520,1,1,800,Dogs
2521,2,1,800,"Cats,Dogs"
2522,2,1,800,Cats
2523,1,1,800,"Cats,Dogs"
2524,2,2,800,
2525,1,1,800,Cats
2526,1,1,800,"Cats,Dogs"
2527,2,1,800,"Cats,Dogs"
2528,1,1,800,"Cats,Dogs"
2529,1,1,800,"Cats,Dogs"
2530,2,1,800,None
2531,1,1,800,None
2532,2,1,800,"Cats,Dogs"
2533,1,1,800,"Cats,Dogs"
2534,3,1,800,None
2535,2,1,800,None
2536,1,1,800,None
2537,2,1,800,None
2538,2,1,800,None
2539,2,1,800,"Cats,Dogs"
2540,2,1.5,800,None
2541,2,1,800,"Cats,Dogs"
2542,2,1,800,None
2543,2,1,800,"Cats,Dogs"
2544,1,1,800,"Cats,Dogs"
2545,1,1,800,None
2546,1,1,800,"Cats,Dogs"
2547,2,1,801,
2548,2,1,801,
2549,1,1,802,"Cats,Dogs"
2550,2,1,802,None
2551,1,1,802,"Cats,Dogs"
2552,1,1,802,None
2553,1,1,802,None
2554,1,1,802,None
2555,1,1,802,Cats
2556,1,1,802,None
2557,2,1,803,"Cats,Dogs"
2558,1,1,803,"Cats,Dogs"
2559,1,1,804,"Cats,Dogs"
2560,2,1,804,"Cats,Dogs"
2561,2,1,804,
2562,1,1,805,None
2563,1,1,805,"Cats,Dogs"
2564,1,1,806,
2565,1,1,806,
2566,1,1,806,"Cats,Dogs"
2567,1,1,806,"Cats,Dogs"
2568,2,1,806,"Cats,Dogs"
2569,2,1,806,None
2570,1,1,807,"Cats,Dogs"
2571,1,1,808,
2572,1,1,808,None
2573,1,1,808,None
2574,1,1,808,
2575,2,1,808,
2576,2,,808,"Cats,Dogs"
2577,3,2,808,None
2578,1,1,809,None
2579,1,1,809,"Cats,Dogs"
2580,1,1,809,
2581,1,1,810,"Cats,Dogs"
2582,2,1,810,Cats
2583,1,1,810,None
2584,2,1,810,
2585,1,1,810,"Cats,Dogs"
2586,1,1,810,"Cats,Dogs"
2587,2,1,810,Cats
2588,2,1,810,
2589,2,1,810,None
2590,1,1,811,"Cats,Dogs"
2591,1,1,811,None
2592,3,1,811,None
2593,2,1.5,812,None
2594,1,1,812,None
2595,1,1,812,None
2596,1,1,813,None
2597,1,1,814,"Cats,Dogs"
2598,2,1,814,None
2599,2,1,815,None
2600,2,1.5,815,None
2601,1,1,815,"Cats,Dogs"
2602,2,1,815,"Cats,Dogs"
2603,2,1,816,"Cats,Dogs"
2604,2,1,816,None
2605,2,1,816,
2606,2,1,816,"Cats,Dogs"
2607,2,1,816,Cats
2608,3,2,817,None
2609,1,1,817,"Cats,Dogs"
2610,2,1,817,"Cats,Dogs"
2611,1,1,817,"Cats,Dogs"
2612,1,1,819,None
2613,1,1,819,"Cats,Dogs"
2614,0,1,819,"Cats,Dogs"
2615,1,1,819,
2616,1,1,819,"Cats,Dogs"
2617,2,1,819,"Cats,Dogs"
2618,3,1,819,None
2619,2,1,820,"Cats,Dogs"
2620,1,1,820,"Cats,Dogs"
2621,1,1,820,
2622,1,1,820,"Cats,Dogs"
2623,2,1,820,"Cats,Dogs"
2624,3,1,820,"Cats,Dogs"
2625,2,1,820,"Cats,Dogs"
2626,2,1,820,"Cats,Dogs"
2627,1,1,820,"Cats,Dogs"
2628,1,1,820,"Cats,Dogs"
2629,1,1,820,"Cats,Dogs"
2630,1,1,820,"Cats,Dogs"
2631,1,1,820,"Cats,Dogs"
2632,1,1,820,"Cats,Dogs"
2633,1,1,820,"Cats,Dogs"
2634,1,1,820,None
2635,2,1,820,
2636,1,1,821,"Cats,Dogs"
2637,2,1,822,Dogs
2638,2,1,822,None
2639,1,1,822,None
2640,2,2,823,None
2641,1,1,824,Cats
2642,2,1,824,"Cats,Dogs"
2643,1,1,824,None
2644,1,1,824,"Cats,Dogs"
2645,1,1,825,"Cats,Dogs"
2646,2,1,825,None
2647,2,1,825,"Cats,Dogs"
2648,2,1,825,"Cats,Dogs"
2649,2,1,825,None
2650,1,1,825,
2651,1,1,825,"Cats,Dogs"
2652,2,1,825,"Cats,Dogs"
2653,2,1,825,Cats
2654,2,1.5,825,Cats
2655,1,1,825,"Cats,Dogs"
2656,2,1,825,None
2657,1,1,825,"Cats,Dogs"
2658,2,1,825,"Cats,Dogs"
2659,1,1,825,"Cats,Dogs"
2660,2,1,825,None
2661,2,1,825,"Cats,Dogs"
2662,1,1,826,"Cats,Dogs"
2663,1,1,826,Cats
2664,1,1,826,Cats
2665,1,1,827,"Cats,Dogs"
2666,1,1,828,"Cats,Dogs"
2667,1,1,828,None
2668,2,2,828,Cats
2669,1,1,828,"Cats,Dogs"
2670,1,1,828,"Cats,Dogs"
2671,1,1,829,Cats
2672,2,1,829,None
2673,1,1,829,
2674,1,1,830,"Cats,Dogs"
2675,1,1,830,None
2676,1,1,830,None
2677,2,1,830,None
2678,2,1,830,
2679,2,2,830,"Cats,Dogs"
2680,2,1,830,"Cats,Dogs"
2681,1,1,831,
2682,3,1,831,"Cats,Dogs"
2683,1,1,832,
2684,1,1,832,"Cats,Dogs"
2685,2,1,832,None
2686,2,1,832,"Cats,Dogs"
2687,2,1,832,"Cats,Dogs"
2688,1,1,832,
2689,1,1,832,"Cats,Dogs"
2690,1,1,832,"Cats,Dogs"
2691,1,1,833,None
2692,2,1,833,
2693,2,1,833,
2694,1,1,833,None
2695,2,2,834,"Cats,Dogs"
2696,1,1,834,
2697,2,1,834,None
2698,1,1,834,None
2699,1,1,834,"Cats,Dogs"
2700,1,1.5,834,
2701,2,1,834,None
2702,1,1,835,"Cats,Dogs"
2703,1,1,835,"Cats,Dogs"
2704,2,1,835,Cats
2705,1,1,835,"Cats,Dogs"
2706,1,1,835,"Cats,Dogs"
2707,1,1,836,
2708,1,1,836,None
2709,1,1,836,
2710,1,1,838,Dogs
2711,1,1,838,"Cats,Dogs"
2712,1,1,838,None
2713,2,2,839,"Cats,Dogs"
2714,2,2,840,Cats
2715,2,1,840,"Cats,Dogs"
2716,1,1,840,
2717,3,2,840,None
2718,1,1,840,None
2719,1,1,840,Cats
2720,2,1,840,
2721,2,1,840,
2722,1,1,840,"Cats,Dogs"
2723,1,1,840,"Cats,Dogs"
2724,3,1,840,None
2725,2,1,840,
2726,1,1,840,Cats
2727,3,1,840,None
2728,2,1,840,"Cats,Dogs"
2729,2,1,840,None
2730,2,1,840,None
2731,2,1,840,"Cats,Dogs"
2732,1,1,841,None
2733,1,1,841,
2734,1,1,841,None
2735,2,2,842,"Cats,Dogs"
2736,1,1,842,None
2737,1,1,842,"Cats,Dogs"
2738,1,1,842,"Cats,Dogs"
2739,1,1,842,"Cats,Dogs"
2740,1,1,843,"Cats,Dogs"
2741,2,1,843,
2742,2,2,843,"Cats,Dogs"
2743,1,1,843,None
2744,1,1,844,Cats
2745,2,1,844,"Cats,Dogs"
2746,1,1,845,"Cats,Dogs"
2747,1,1,845,
2748,1,1,845,"Cats,Dogs"
2749,2,2,845,None
2750,2,1,845,
2751,2,1,845,"Cats,Dogs"
2752,2,2,845,
2753,1,1,845,"Cats,Dogs"
2754,1,1,846,"Cats,Dogs"
2755,1,1,846,None
2756,1,1,846,"Cats,Dogs"
2757,1,1,846,None
2758,1,1,846,
2759,2,1,847,"Cats,Dogs"
2760,1,1,847,"Cats,Dogs"
2761,1,1,847,"Cats,Dogs"
2762,2,1,847,"Cats,Dogs"
2763,2,1,847,"Cats,Dogs"
2764,1,1,847,"Cats,Dogs"
2765,1,1,848,None
2766,2,1,848,"Cats,Dogs"
2767,2,1,848,
2768,1,1,849,
2769,2,1,850,"Cats,Dogs"
2770,1,1,850,None
2771,2,2,850,"Cats,Dogs"
2772,2,1,850,Cats
2773,1,1.5,850,"Cats,Dogs"
2774,2,1,850,"Cats,Dogs"
2775,1,1,850,None
2776,2,1,850,"Cats,Dogs"
2777,1,1,850,"Cats,Dogs"
2778,2,1.5,850,"Cats,Dogs"
2779,2,1,850,
2780,2,1,850,None
2781,2,1,850,"Cats,Dogs"
2782,1,1,850,"Cats,Dogs"
2783,1,1.5,850,
2784,1,1,850,None
2785,2,1,850,Cats
2786,1,1,850,Cats
2787,1,1,850,"Cats,Dogs"
2788,2,1,850,
2789,2,1,850,None
2790,2,1.5,850,"Cats,Dogs"
2791,1,1,850,"Cats,Dogs"
2792,2,1,850,"Cats,Dogs"
2793,2,1,850,"Cats,Dogs"
2794,2,1,850,
2795,2,1,850,"Cats,Dogs"
2796,2,1,850,"Cats,Dogs"
2797,2,1,850,"Cats,Dogs"
2798,1,1,850,"Cats,Dogs"
2799,2,1,850,"Cats,Dogs"
2800,2,1,850,None
2801,2,1,850,
2802,1,1,850,Cats
2803,2,1,850,"Cats,Dogs"
2804,1,1,850,"Cats,Dogs"
2805,2,1,850,
2806,2,2,850,"Cats,Dogs"
2807,2,1,850,"Cats,Dogs"
2808,2,1,850,
2809,3,1,850,None
2810,2,1,850,"Cats,Dogs"
2811,1,1,850,"Cats,Dogs"
2812,2,1,850,"Cats,Dogs"
2813,1,1,850,"Cats,Dogs"
2814,2,1,850,None
2815,2,1,850,None
2816,1,1,850,"Cats,Dogs"
2817,2,1,850,None
2818,2,1,850,"Cats,Dogs"
2819,1,1,850,Cats
2820,2,1,850,"Cats,Dogs"
2821,1,1,850,
2822,2,2,850,"Cats,Dogs"
2823,2,1,850,"Cats,Dogs"
2824,2,1,850,"Cats,Dogs"
2825,2,1,850,"Cats,Dogs"
2826,2,1,850,Cats
2827,2,,850,"Cats,Dogs"
2828,3,1,850,None
2829,2,1,850,None
2830,2,1,850,None
2831,3,1,850,"Cats,Dogs"
2832,2,2,850,"Cats,Dogs"
2833,2,1,850,
2834,3,1,850,
2835,1,1.5,850,None
2836,2,1,850,"Cats,Dogs"
2837,2,1,850,"Cats,Dogs"
2838,2,2,851,"Cats,Dogs"
2839,2,2,851,Cats
2840,1,1,851,"Cats,Dogs"
2841,1,1,852,
2842,2,1,852,"Cats,Dogs"
2843,1,1,853,"Cats,Dogs"
2844,3,1,854,"Cats,Dogs"
2845,1,1,854,"Cats,Dogs"
2846,1,1,855,None
2847,2,1,855,"Cats,Dogs"
2848,1,1,855,"Cats,Dogs"
2849,1,1,856,"Cats,Dogs"
